set	n_members	p_value	p.adjust	s.PC1	s.PC2
IXR1_activated	141	0.5134653558982487	0.6037107820864258	0.022239753380956566	-0.05702748642787294
SUT2_activated	6	0.5199822473906288	0.6076900963480844	0.26973113616652333	-0.11368892743567578
HSF1_30_activated	15	0.5291464805132112	0.6146971090991795	0.155681077558115	-0.1214135708595838
RME1_activated	6	0.5409968029450622	0.6228033956869331	0.2510118531367456	-0.16767851980341217
RLM1_repressed	6	0.5425452261396478	0.6228033956869331	-0.06540907776814074	-0.20526163631107153
ARO80_activated	105	0.5519064858146596	0.6298226955767292	-0.050413092336421016	-0.013140873455519444
DAL81_activated	5	0.5743668829723216	0.6507629482303228	0.24335573379579414	0.01417732495122607
BAS1_repressed	6	0.5769650881217294	0.6507629482303228	-0.08022549869904787	0.24660306446949792
HSF1_30_repressed	9	0.5911294827255004	0.6553092551356975	0.07287673874786278	0.1391239362599729
MBP1_repressed	94	0.5881924340782094	0.6553092551356975	-3.2921346197006154e-5	-0.05680343134488537
RDR1_repressed	6	0.586806460094082	0.6553092551356975	0.04105232726221791	0.20359930615785005
CUP9_repressed	8	0.6075467079024601	0.6696821666652117	0.015509761388284244	0.18020607375271017
CUP2_activated	18	0.6662117739104985	0.7301982154725236	-0.07282608695651933	-0.061594202898552254
GZF3_repressed	13	0.680627806854119	0.7376636565904978	0.14026559759458776	-0.06629917313956492
YRM1_repressed	6	0.678813030563653	0.7376636565904978	-0.19702226076900925	0.01871928302977748
GALG4_activated	8	0.7147599415036385	0.7703523813983659	-0.16068329718004246	0.10759219088937053
AFT2_activated	9	0.7583743620411798	0.8128432388728667	0.1283238109013792	0.007111689689254202
MCM1_activated	77	0.765724654435524	0.8162119942884156	0.03882376157205478	-0.04216989792854212
STP4_activated	11	0.7886109665425469	0.8360138115259788	0.02227835112575497	0.09927580559228065
RME1_repressed	7	0.8148337504722392	0.8591181934326869	0.021098615112930874	0.11819561917154688
ASG1_repressed	17	0.8693918552082315	0.9116865941102535	0.06672462508150642	-0.05654780929976855
RFX1_activated	5	0.8788013188263754	0.9165992250124559	0.11961846954259384	0.0018642965532179746
RFX1_repressed	7	0.925752043865429	0.9604058636892685	-0.07556464355423716	0.06750937199863738
RDR1_activated	5	0.9348687823379358	0.9647050200721252	0.06880554953392276	-0.08736180359852447
INO2_activated	51	0.9479321010542172	0.9730096698651753	0.026253987471928808	-0.006624677460209492
HMS2_activated	6	0.9788729105369196	0.9945519745990858	-0.04350968488002226	-0.002746458514020627
SKN7_activated	7	0.9816106467039752	0.9945519745990858	-0.021284505994985686	-0.024754469126623994
WHI5_activated	22	0.9901018000122737	0.9945519745990858	0.006685655510719159	-0.017406440382943433
WHI5_repressed	29	0.9945519745990858	0.9945519745990858	0.009760972640724142	-0.00902457901578787
YAP6_repressed	5	0.9914709262207934	0.9945519745990858	-0.033774116626925955	0.01183611532625029
