set	n_members	p_value	p.adjust	s.PC1	s.PC2
nuclear mRNA surveillance (GO:0071028)	21	5.304718638688255e-4	0.004256111465924297	0.4895014346830744	-0.21959455959890978
RNA splicing (GO:0008380)	101	5.483315440761182e-4	0.004379036636719	0.19204676721823108	-0.18428730187607986
antioxidant activity (GO:0016209)	11	5.509873894167295e-4	0.004379968879003955	-0.6564121790950532	0.11920595141780356
DNA-templated transcription (GO:0006351)	56	5.86362427338377e-4	0.0046397944365077996	0.26933675706144333	-0.22746915513246016
vacuolar acidification (GO:0007035)	27	6.324173538884196e-4	0.004981369568299195	-0.12690691126761938	0.424913478060941
actin filament binding (GO:0051015)	34	6.857143433208813e-4	0.0053766238283114555	-0.33357714813674	0.2987244636074331
ATP hydrolysis activity (GO:0016887)	209	7.089725977712861e-4	0.005533835887581305	0.13668323058207343	-0.12281859311260786
fungal-type cell wall organization (GO:0031505)	86	7.268096361976237e-4	0.005627979985505244	-0.11194297912518432	0.2381257825489031
small ribosomal subunit rRNA binding (GO:0070181)	9	7.275591517493736e-4	0.005627979985505244	0.7055037245967997	-0.4611991032038767
ribonucleoprotein complex binding (GO:0043021)	8	7.604243789471394e-4	0.005855946668231319	0.7599240780911061	-0.438503253796094
melatonin binding (GO:1904408)	9	7.868411683147511e-4	0.0060324489570797585	0.09650201296979573	0.6226224054386357
aminoacyl-tRNA ligase activity (GO:0004812)	37	8.437741861975976e-4	0.0064403118194285664	0.3277521136067317	-0.26405777093399846
protein transmembrane transporter activity (GO:0008320)	33	8.838788515377388e-4	0.006716700523799998	0.3055880506262226	-0.3263276164039539
prospore membrane (GO:0005628)	46	9.192631437496374e-4	0.0069549514165268625	-0.28341701852485596	0.24918216744645957
eisosome (GO:0032126)	16	9.867324822193783e-4	0.007432810182656889	-0.3612831377661909	-0.22033898305084865
lyase activity (GO:0016829)	85	0.0010161744338025196	0.007588315577096738	-0.1528269812226703	0.22424053671766428
metal ion binding (GO:0046872)	688	0.0010129943777924134	0.007588315577096738	-0.013565891472870918	0.08563376531155756
L-tryptophan biosynthetic process (GO:0000162)	5	0.0010824064471981248	0.008013524126252211	0.14441794927378895	0.8066334272707548
ribonuclease MRP complex (GO:0000172)	11	0.001080123357149299	0.008013524126252211	0.6420466878465619	-0.21210805690944645
Ragulator complex (GO:0071986)	5	0.0010972868873969017	0.008088973849400237	-0.5778885757641429	-0.4635161500108388
thioredoxin-dependent peroxiredoxin activity (GO:0140824)	6	0.0011041195073727718	0.008104707022204389	-0.7441457068516933	-0.11513443191673953
late endosome (GO:0005770)	28	0.001119537163952133	0.008183057660243345	-0.3865701836290072	0.26002178649237495
endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000461)	5	0.001138963043695111	0.008255089287285992	0.9370474745285062	-0.5224799479731207
regulation of translational initiation (GO:0006446)	12	0.0011364142814084819	0.008255089287285992	0.5633593863077161	-0.0011217252858597463
L-glutamate biosynthetic process (GO:0097054)	5	0.00115410024310137	0.008267676172908047	-0.5263819640147406	0.9352265337090826
ribosomal small subunit export from nucleus (GO:0000056)	14	0.0011550782363309213	0.008267676172908047	0.567643043316374	-0.24916221918828216
side of membrane (GO:0098552)	37	0.001145916189184728	0.008267676172908047	-0.1117718897679652	0.34922741995433604
mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)	11	0.0011627351251904917	0.008288091284932223	-0.34206839394596883	0.6330879886338969
heme binding (GO:0020037)	23	0.0011879847266464637	0.008433224911379218	-0.2470076169749714	0.43562473387898104
isoleucine biosynthetic process (GO:0009097)	8	0.0012208962374789206	0.008631336105127615	0.2846529284164886	0.519956616052061
RNA-templated transcription (GO:0001172)	12	0.0012482034377969673	0.008752646057722637	0.5925966131133306	-0.3698436821537133
RNA-directed RNA polymerase activity (GO:0003968)	12	0.0012482034377969673	0.008752646057722637	0.5925966131133306	-0.3698436821537133
L-valine biosynthetic process (GO:0009099)	6	0.001299254551996685	0.00903612738587179	0.3928158427291126	0.5433651344319179
cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000448)	9	0.0012994531597574058	0.00903612738587179	0.6704997468720667	-0.07774643812830061
tRNA aminoacylation for protein translation (GO:0006418)	32	0.0013043453443954062	0.00903612738587179	0.36250272568687	-0.22616386829481125
protein ubiquitination (GO:0016567)	92	0.0013363431733976869	0.00921776785767365	-0.1977655670618103	0.16979192683817174
RNA polymerase II, core complex (GO:0005665)	13	0.0013412520187107747	0.00921776785767365	0.5736072830535377	-0.3250814332247561
vacuolar lumen (GO:0005775)	9	0.001400097387476146	0.009583999973795047	-0.648176273474605	0.021913647211976774
heterochromatin formation (GO:0031507)	31	0.001409896272077595	0.00960284885072767	0.11383503168140122	-0.3747688066555563
GTP binding (GO:0005525)	95	0.0014139847003390308	0.00960284885072767	0.21279541990062945	-0.12289235137367972
U5 snRNA 3'-end processing (GO:0034476)	11	0.0014564767084550346	0.009852636557195822	0.6010813584071686	-0.4125540185883153
glyoxylate cycle (GO:0006097)	10	0.0014706497876011808	0.009909651889109519	-0.6485677083333362	0.3710069444444457
pexophagy (GO:0000425)	31	0.0015348501699991289	0.01030200989590855	-0.3481297073777957	0.2656103855918179
protein-lysine N-methyltransferase activity (GO:0016279)	12	0.0015505625787980985	0.010367133521033798	0.5975900998697351	-0.28897090751194165
negative regulation of gene expression (GO:0010629)	14	0.0015584581801972206	0.010379692512896546	0.3813764428447314	0.21738860618095998
DNA replication (GO:0006260)	76	0.0016017353279730532	0.010624920085186458	0.23247352198196855	-0.1458608542492306
apoptotic process (GO:0006915)	27	0.0016075966041934292	0.010624920085186458	-0.09286284760038041	0.3933057431205992
actin cortical patch organization (GO:0044396)	9	0.0016295542569353914	0.010728935470280726	-0.6570960198645196	0.455943685060629
septin ring (GO:0005940)	13	0.0016492303000935173	0.010817194934073451	0.03526267435062637	0.5107324814165195
mitophagy (GO:0000423)	16	0.0016582419399276756	0.010835103584754698	-0.5026618861364601	0.08968926553672393
vacuole-isolation membrane contact site (GO:0120095)	7	0.001675109329320391	0.010904013558783676	-0.7242618582891807	0.023267342070205973
eukaryotic translation initiation factor 3 complex (GO:0005852)	7	0.0017209406527100403	0.011160235435807592	0.7652198159680296	-0.4394150633578073
intracellular signal transduction (GO:0035556)	40	0.0017347063745761972	0.011207372644733858	-0.258802970729573	0.2864569681083433
cell redox homeostasis (GO:0045454)	22	0.0017574598503798924	0.011312008365318336	-0.4323918031489855	0.10176833610253892
transcription by RNA polymerase III (GO:0006383)	20	0.0017747898740345133	0.011381087482191582	0.3435189212701174	-0.41831230969986977
intracellular monoatomic cation homeostasis (GO:0030003)	18	0.0018072707369682502	0.011546451930630489	-0.35833333333333145	-0.1552898550724645
U4/U6 x U5 tri-snRNP complex (GO:0046540)	28	0.0018554639159394633	0.011810609797031638	0.3542172424525408	-0.2869436663554304
glycolytic fermentation to ethanol (GO:0019655)	5	0.0019170861526095913	0.012157991225189504	0.24465640580967055	0.7086494688922614
nuclear-transcribed mRNA catabolic process, RNase MRP-dependent (GO:0000294)	9	0.0019355244990556758	0.012185327594419856	0.6749837274896979	-0.18955666449699998
triacylglycerol lipase activity (GO:0004806)	10	0.0019296718929272519	0.012185327594419856	-0.5591579861111086	-0.0726128472222216
ribosomal large subunit binding (GO:0043023)	11	0.001972429576837032	0.012372512800159564	0.6141444836908242	-0.21763324585117427
NLS-bearing protein import into nucleus (GO:0006607)	16	0.002018328268784461	0.012614551679902882	0.48288787483702567	-0.04525206431986174
mRNA pseudouridine synthesis (GO:1990481)	6	0.0020394103080573836	0.012700298849815836	0.819456490315116	-0.44839549002601975
pseudouridine synthase activity (GO:0009982)	10	0.0020614964030654936	0.012751313773471171	0.5836805555555549	-0.47990451388889044
peroxisomal matrix (GO:0005782)	12	0.002062386401622294	0.012751313773471171	-0.585757707338255	0.20415400202634304
structural constituent of cell wall (GO:0005199)	14	0.002102315829354643	0.012951767162988426	-0.30982375574034987	0.5320528732778953
nuclear polyadenylation-dependent mRNA catabolic process (GO:0071042)	6	0.002174787143039219	0.013350561643212288	0.7803555941023426	-0.5594102341717253
Golgi to endosome transport (GO:0006895)	20	0.0022095315208341655	0.013515751324251545	-0.39014789038712655	0.36587646802957857
farnesyl diphosphate biosynthetic process, mevalonate pathway (GO:0010142)	8	0.0022670071672931135	0.013813808659271596	-0.01946854663773935	0.6606832971800426
sulfur amino acid biosynthetic process (GO:0000097)	17	0.002274273425642396	0.013813808659271596	0.22732909725506767	0.30603321528567884
tRNA nucleoside ribose methylation (GO:0002128)	5	0.002310618427449826	0.013985322060880524	0.8303056579232626	-0.6502059397355294
sno(s)RNA-containing ribonucleoprotein complex (GO:0005732)	9	0.002350512454466605	0.014177041901940187	0.6301921361587226	-0.4608615992864208
DNA-templated transcription initiation (GO:0006352)	15	0.0024575512206210675	0.01451806799853199	0.5147802158012859	-0.25408067202549073
L-asparagine catabolic process (GO:0006530)	6	0.0024181489467824616	0.01451806799853199	-0.4078490893321794	-0.48699045967042465
assembly of large subunit precursor of preribosome (GO:1902626)	5	0.002455862234585287	0.01451806799853199	0.8710600476913051	-0.53834814654238206
nucleosome disassembly (GO:0006337)	21	0.002457533148153945	0.01451806799853199	0.2607808405067448	-0.4264168142784637
response to oxidative stress (GO:0006979)	11	0.0024555866577876543	0.01451806799853199	-0.6040018154192216	0.23780018548848528
ribonuclease MRP activity (GO:0000171)	8	0.002428299645499411	0.01451806799853199	0.7009761388286375	-0.18497830802603163
vacuole fusion, non-autophagic (GO:0042144)	31	0.002483715979282041	0.014622559946285052	-0.35722975871502244	0.1856227627868361
biosynthetic process (GO:0009058)	11	0.0024981108897445836	0.014657283281664648	-0.5426327525307311	0.45853148371055785
DNA-templated transcription termination (GO:0006353)	15	0.002586264667936148	0.015123073058270696	0.514056050401914	-0.17378521254254398
ubiquinone biosynthetic process (GO:0006744)	17	0.002616047399496894	0.015245546500446426	-0.47502461101806515	0.2733548972729731
translation elongation factor activity (GO:0003746)	12	0.0027418654257827593	0.015924975957829157	0.5483065566652183	-0.06686930091185508
phospholipid biosynthetic process (GO:0008654)	39	0.002779719192141253	0.01609065639746195	-0.21089029628012357	-0.13421920585056804
mitochondrion targeting sequence binding (GO:0030943)	7	0.0027942920724672304	0.01612091580269556	0.6023794032902653	-0.648542305666575
translational frameshifting (GO:0006452)	5	0.002821022010287171	0.016220876559151234	0.8592672880988524	-0.15005419466724568
peroxidase activity (GO:0004601)	10	0.002911839480799416	0.016687452174016588	-0.6159288194444453	0.15264756944444552
nuclear import signal receptor activity (GO:0061608)	13	0.002922034594888037	0.016690429391330676	0.4457195356218116	0.11317130209638465
iron ion binding (GO:0005506)	20	0.0029641107265148134	0.01687488779946552	0.056176598521094794	0.37864288821226455
vitamin B6 biosynthetic process (GO:0042819)	5	0.0030089612672046526	0.017017895691567298	-0.7367439843919331	0.7360502926512027
pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity (GO:0036381)	5	0.0030089612672046526	0.017017895691567298	-0.7367439843919331	0.7360502926512027
nucleotidyltransferase activity (GO:0016779)	45	0.003044611804496269	0.017163252819464264	0.28652720071919396	-0.1764219938285097
L-leucine catabolic process (GO:0006552)	8	0.0031281859253223087	0.017576940459872906	-0.09436008676789528	0.6675162689804786
U1 snRNA 3'-end processing (GO:0034473)	6	0.003202557299795111	0.017936400461514825	0.7669846776525029	-0.5127204394333615
RNA methyltransferase activity (GO:0008173)	7	0.0032803735352269357	0.01825369144602085	0.7104439693899657	-0.46884778634941177
actin cytoskeleton (GO:0015629)	18	0.0032739896726078446	0.01825369144602085	-0.36347826086956875	0.4055072463768103
rRNA methylation (GO:0031167)	6	0.003335714052229959	0.01850195093278675	0.6692685747325836	-0.6633420063602211
ATP export (GO:1904669)	16	0.0033541068296100156	0.018544340644478453	-0.4872066492829215	0.2195241199478485
chromosome, telomeric region (GO:0000781)	106	0.0034951857602541696	0.019262605228237837	0.1278853873946241	-0.1809012444801296
mitochondrial cytochrome c oxidase assembly (GO:0033617)	25	0.0035507046438485053	0.019382802248856558	-0.2658567385151351	-0.15352928369257432
nucleotide biosynthetic process (GO:0009165)	42	0.0035474844956051793	0.019382802248856558	0.17061063936063703	0.1584249084249073
primary metabolic process (GO:0044238)	13	0.003545598557152656	0.019382802248856558	-0.49790361647038817	0.38728806481249517
actin binding (GO:0003779)	46	0.003585768371488875	0.01951246195841738	-0.24034767393206555	0.23997679637871444
ribosomal subunit (GO:0044391)	7	0.0036954892632310634	0.020046286097715676	0.7302103665148533	-0.3164792266939309
small molecule metabolic process (GO:0044281)	16	0.003724564319452167	0.020140669125564226	-0.31021838331160645	0.46395588874402427
single-stranded RNA binding (GO:0003727)	8	0.0037853492077040375	0.020405398072779576	0.6279826464208216	-0.49539045553145306
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	93	0.0038229663813594415	0.020543978217585784	0.07832471930137065	0.13902453513930896
transcription by RNA polymerase II (GO:0006366)	60	0.0038631803311046293	0.02069560891663194	0.24847886499926478	-0.07399444200672929
monoatomic ion transport (GO:0006811)	95	0.00390161378716206	0.02083679189738252	-0.09985687189452488	0.19802180667232933
regulation of translation (GO:0006417)	57	0.003951364576226308	0.020908294153344727	0.25117991206914314	-0.05562415136723657
catalytic activity (GO:0003824)	171	0.003944104222080602	0.020908294153344727	-0.052300190548330606	0.1494364424666326
vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221)	7	0.003949375126662848	0.020908294153344727	-0.1678284846794937	0.7147814233045199
subtelomeric heterochromatin formation (GO:0031509)	63	0.004043798639359097	0.021331965299371383	0.20960395867091966	-0.1967104002230239
thioredoxin peroxidase activity (GO:0008379)	5	0.0041695388858564155	0.021878141376523184	-0.8123563841318004	0.08077173206156434
spliceosomal complex (GO:0005681)	74	0.004172700587174567	0.021878141376523184	0.17571136277122035	-0.1975280738484975
DNA replication preinitiation complex (GO:0031261)	22	0.004390443669013253	0.022912492359153575	0.36642535010681	-0.30783685418149975
prefoldin complex (GO:0016272)	7	0.0043965420121042514	0.022912492359153575	0.7044954611642943	-0.14905350559221797
elongator holoenzyme complex (GO:0033588)	6	0.004499778919279083	0.023379875408904873	0.7499277247759446	-0.47997976293726524
nuclear pre-replicative complex (GO:0005656)	15	0.00451488656003784	0.02338792587406989	0.4320515605764329	-0.3859077413281188
Arp2/3 complex-mediated actin nucleation (GO:0034314)	7	0.004568184603750867	0.02352274161632909	-0.644948415280227	0.5446912662267258
Arp2/3 protein complex (GO:0005885)	7	0.004568184603750867	0.02352274161632909	-0.644948415280227	0.5446912662267258
ubiquitin-dependent endocytosis (GO:0070086)	12	0.004700625569531734	0.02413267591500667	-0.5096613113330458	0.38417281806339454
nuclear membrane (GO:0031965)	65	0.004768546433095024	0.024408731742103607	0.23370220818057424	-0.12202605213806735
L-phenylalanine catabolic process (GO:0006559)	11	0.0050969623101214815	0.0260126035057975	-0.12129763008859763	0.5553406870967101
fatty acid beta-oxidation (GO:0006635)	7	0.005163459073275956	0.026246602687330377	-0.6652105214239258	0.04266195743098726
alcohol dehydrogenase (NADP+) activity (GO:0008106)	6	0.005173243428227437	0.026246602687330377	-0.6696299508528484	-0.07111882046834346
chaperonin-containing T-complex (GO:0005832)	8	0.005207593638299546	0.026343398903421456	0.6389370932754905	-0.09587852494576986
methionine biosynthetic process (GO:0009086)	25	0.005277454646088278	0.02646398042006477	-0.022669279338124543	0.3519878075332021
protein polyubiquitination (GO:0000209)	30	0.005272120575659433	0.02646398042006477	-0.3136733507701264	0.2514675966288865
eukaryotic translation initiation factor 2B complex (GO:0005851)	5	0.005263400730229315	0.02646398042006477	0.7250379362670677	0.09239106871883664
extracellular region (GO:0005576)	42	0.005341175419099365	0.02670587709549682	-0.1988011988012	0.27235264735264936
nuclear pore central transport channel (GO:0044613)	14	0.005425098315380285	0.02704709420240171	0.4473439245376725	0.023644036241777102
