Gene_ID	Gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Direction	Model_factor
YNL274C	GOR1	435.9888105	1.671132801	0.145782583	8.033420576	9.48E-16	3.04E-14	Upregulated	Age_48h_vs_log
YGR214W	RPS0A	8572.489389	-1.407549752	0.113063346	-8.026913967	1.00E-15	3.19E-14	Downregulated	Age_48h_vs_log
YCR031C	RPS14A	8834.83727	-1.296232018	0.099277343	-8.020279282	1.06E-15	3.35E-14	Downregulated	Age_48h_vs_log
YNL178W	RPS3	16355.70373	-1.426248989	0.115498482	-8.019577136	1.06E-15	3.36E-14	Downregulated	Age_48h_vs_log
YLR173W	YLR173W	475.7682411	1.340794242	0.10488324	8.016478519	1.09E-15	3.43E-14	Upregulated	Age_48h_vs_log
YLR281C	YLR281C	128.0961938	1.974768709	0.184079974	8.011565165	1.13E-15	3.55E-14	Upregulated	Age_48h_vs_log
YFL052W	YFL052W	68.99272255	2.348383927	0.230918397	8.004489704	1.20E-15	3.74E-14	Upregulated	Age_48h_vs_log
YJR123W	RPS5	22126.81239	-1.511612343	0.126929997	-7.969844524	1.59E-15	4.93E-14	Downregulated	Age_48h_vs_log
YPR077C	YPR077C	21.8615624	2.954615486	0.308617175	7.953593266	1.81E-15	5.60E-14	Upregulated	Age_48h_vs_log
YLL041C	SDH2	794.2466687	1.513188469	0.127653394	7.937027253	2.07E-15	6.36E-14	Upregulated	Age_48h_vs_log
YML008C	ERG6	3745.232847	-1.099773872	0.07557113	-7.936547595	2.08E-15	6.36E-14	Downregulated	Age_48h_vs_log
YEL041W	YEF1	108.6850629	1.488259589	0.124593232	7.931888209	2.16E-15	6.58E-14	Upregulated	Age_48h_vs_log
YMR242C	RPL20A	8618.548405	-1.545738833	0.131989707	-7.922881709	2.32E-15	7.04E-14	Downregulated	Age_48h_vs_log
YGR121C	MEP1	183.0307528	1.581749172	0.136727762	7.911700984	2.54E-15	7.67E-14	Upregulated	Age_48h_vs_log
YBR280C	SAF1	296.8838439	1.368369817	0.109796286	7.908917975	2.60E-15	7.80E-14	Upregulated	Age_48h_vs_log
YDR085C	AFR1	489.0493239	1.405457581	0.114508847	7.907315521	2.63E-15	7.87E-14	Upregulated	Age_48h_vs_log
YBR285W	YBR285W	41.67925001	2.033902187	0.194474016	7.887440259	3.08E-15	9.19E-14	Upregulated	Age_48h_vs_log
YPR102C	RPL11A	7626.704583	-1.41021762	0.115617852	-7.872639076	3.47E-15	1.03E-13	Downregulated	Age_48h_vs_log
YMR175W	SIP18	34.20347125	2.975462588	0.314548631	7.869888287	3.55E-15	1.05E-13	Upregulated	Age_48h_vs_log
YGL248W	PDE1	434.8195529	1.236114931	0.093562159	7.867656543	3.61E-15	1.06E-13	Upregulated	Age_48h_vs_log
YMR052C-A	YMR052C-A	40.50168418	2.432018744	0.245574774	7.867333903	3.62E-15	1.06E-13	Upregulated	Age_48h_vs_log
YOR393W	ERR1	48.17903071	3.150897986	0.337915701	7.844850007	4.33E-15	1.26E-13	Upregulated	Age_48h_vs_log
YML063W	RPS1B	17330.10649	-1.523547775	0.130501209	-7.843205336	4.39E-15	1.27E-13	Downregulated	Age_48h_vs_log
YDR374C	PHO92	30.99217871	3.025082322	0.321985783	7.842216804	4.43E-15	1.28E-13	Upregulated	Age_48h_vs_log
YDL024C	DIA3	65.94810565	2.09775543	0.203753928	7.841593246	4.45E-15	1.28E-13	Upregulated	Age_48h_vs_log
YER158C	YER158C	578.234477	1.505093457	0.1282177	7.838960279	4.54E-15	1.30E-13	Upregulated	Age_48h_vs_log
YPR080W	TEF1	83446.81015	-1.101653818	0.076981924	-7.815520631	5.47E-15	1.56E-13	Downregulated	Age_48h_vs_log
YIL018W	RPL2B	14004.86257	-1.348144579	0.108589746	-7.810540241	5.69E-15	1.62E-13	Downregulated	Age_48h_vs_log
YBL092W	RPL32	12732.30771	-1.351927252	0.109199507	-7.801566809	6.11E-15	1.73E-13	Downregulated	Age_48h_vs_log
YBR169C	SSE2	1272.663959	1.699048815	0.15376845	7.797755764	6.30E-15	1.77E-13	Upregulated	Age_48h_vs_log
YDR536W	STL1	21.51867984	4.008671115	0.450482962	7.788687723	6.77E-15	1.89E-13	Upregulated	Age_48h_vs_log
YKR094C	RPL40B	6105.991765	-1.651950262	0.147894367	-7.789007014	6.75E-15	1.89E-13	Downregulated	Age_48h_vs_log
YJL142C	IRC9	219.8451895	1.485836131	0.12670394	7.780627272	7.22E-15	2.01E-13	Upregulated	Age_48h_vs_log
YPL119C	DBP1	209.6542778	2.09358139	0.205138687	7.768312308	7.95E-15	2.20E-13	Upregulated	Age_48h_vs_log
YOR096W	RPS7A	8175.058273	-1.50531574	0.129652476	-7.753926278	8.91E-15	2.46E-13	Downregulated	Age_48h_vs_log
YBR054W	YRO2	1480.082699	2.145355113	0.212380321	7.747210781	9.39E-15	2.58E-13	Upregulated	Age_48h_vs_log
YGL259W	YPS5	42.63188824	2.265276307	0.22793522	7.744640377	9.59E-15	2.62E-13	Upregulated	Age_48h_vs_log
YML026C	RPS18B	7170.973424	-1.590759128	0.14099192	-7.736323666	1.02E-14	2.79E-13	Downregulated	Age_48h_vs_log
YPR118W	MRI1	1308.413195	-1.276717874	0.100499261	-7.728592882	1.09E-14	2.95E-13	Downregulated	Age_48h_vs_log
YEL012W	UBC8	399.1247825	1.226284883	0.094105579	7.717766469	1.18E-14	3.20E-13	Upregulated	Age_48h_vs_log
YMR142C	RPL13B	8411.780867	-1.331742936	0.107910216	-7.70773116	1.28E-14	3.44E-13	Downregulated	Age_48h_vs_log
YNL175C	NOP13	1889.649264	-1.125448293	0.081181552	-7.704315546	1.32E-14	3.52E-13	Downregulated	Age_48h_vs_log
YGR124W	ASN2	6181.596646	-1.20347581	0.091790331	-7.663942404	1.80E-14	4.81E-13	Downregulated	Age_48h_vs_log
YJL190C	RPS22A	7867.193744	-1.665021743	0.152125114	-7.658313005	1.88E-14	5.01E-13	Downregulated	Age_48h_vs_log
YKL124W	SSH4	465.8637107	1.308233832	0.105546724	7.65759277	1.89E-14	5.01E-13	Upregulated	Age_48h_vs_log
YAL028W	FRT2	184.1365788	1.468427029	0.126603469	7.649292987	2.02E-14	5.33E-13	Upregulated	Age_48h_vs_log
YNL125C	ESBP6	622.0837887	1.222309911	0.094501782	7.643346983	2.12E-14	5.56E-13	Upregulated	Age_48h_vs_log
YMR105C	PGM2	780.1882142	1.404317139	0.118426397	7.636111253	2.24E-14	5.85E-13	Upregulated	Age_48h_vs_log
YGR088W	CTT1	254.4695751	1.44700976	0.124046641	7.634303959	2.27E-14	5.91E-13	Upregulated	Age_48h_vs_log
YBL087C	RPL23A	4881.055161	-1.310219116	0.106187206	-7.630101086	2.35E-14	6.09E-13	Downregulated	Age_48h_vs_log
YML073C	RPL6A	7688.398351	-1.374244029	0.114735162	-7.619669598	2.54E-14	6.57E-13	Downregulated	Age_48h_vs_log
YPR075C	OPY2	1960.760342	1.137253395	0.083673312	7.615969495	2.62E-14	6.74E-13	Upregulated	Age_48h_vs_log
YGL148W	ARO2	2992.230451	-1.232764253	0.09624644	-7.613416717	2.67E-14	6.85E-13	Downregulated	Age_48h_vs_log
YHR021C	RPS27B	4112.410921	-1.513064107	0.133099346	-7.61133799	2.71E-14	6.93E-13	Downregulated	Age_48h_vs_log
YHR180W	YHR180W	53.82131025	1.617114189	0.146811816	7.609157237	2.76E-14	7.02E-13	Upregulated	Age_48h_vs_log
YBR191W	RPL21A	8398.945169	-1.484768838	0.129434455	-7.608243421	2.78E-14	7.04E-13	Downregulated	Age_48h_vs_log
YPL143W	RPL33A	6634.491745	-1.38081881	0.115915106	-7.598826741	2.99E-14	7.55E-13	Downregulated	Age_48h_vs_log
YFL004W	VTC2	2083.058565	-1.276509563	0.102213352	-7.596948448	3.03E-14	7.63E-13	Downregulated	Age_48h_vs_log
YOL039W	RPP2A	6118.10469	-1.433927966	0.123426737	-7.566658503	3.83E-14	9.60E-13	Downregulated	Age_48h_vs_log
YBL027W	RPL19B	10518.17194	-1.491634826	0.131116156	-7.563025464	3.94E-14	9.83E-13	Downregulated	Age_48h_vs_log
YJR007W	SUI2	2411.313962	-0.977117633	0.063181518	-7.551537966	4.30E-14	1.07E-12	Downregulated	Age_48h_vs_log
YBR118W	TEF2	85986.233	-1.099524712	0.079410249	-7.549714541	4.36E-14	1.08E-12	Downregulated	Age_48h_vs_log
YDR091C	RLI1	2094.707376	-1.096687676	0.079045722	-7.54863967	4.40E-14	1.09E-12	Downregulated	Age_48h_vs_log
YGL123W	RPS2	23609.18778	-1.465268365	0.128188623	-7.530062684	5.07E-14	1.25E-12	Downregulated	Age_48h_vs_log
YEL073C	YEL073C	34.76463386	2.014742617	0.201182312	7.529203745	5.11E-14	1.25E-12	Upregulated	Age_48h_vs_log
YER036C	ARB1	4660.375644	-1.233281834	0.097525362	-7.51888353	5.52E-14	1.35E-12	Downregulated	Age_48h_vs_log
YDR450W	RPS18A	8259.158123	-1.426647183	0.123262144	-7.517694829	5.58E-14	1.36E-12	Downregulated	Age_48h_vs_log
YKL006W	RPL14A	6253.710784	-1.441846561	0.125879265	-7.482142187	7.31E-14	1.77E-12	Downregulated	Age_48h_vs_log
YOL139C	CDC33	3895.148365	-1.154350411	0.087472449	-7.480645809	7.40E-14	1.79E-12	Downregulated	Age_48h_vs_log
YJL103C	GSM1	208.830317	1.548901252	0.140538738	7.463431553	8.43E-14	2.03E-12	Upregulated	Age_48h_vs_log
YJL199C	MBB1	80.84335952	1.568659673	0.143428305	7.450828289	9.28E-14	2.22E-12	Upregulated	Age_48h_vs_log
YHR064C	SSZ1	6667.127062	-0.991062681	0.065909431	-7.450567796	9.29E-14	2.22E-12	Downregulated	Age_48h_vs_log
YPL079W	RPL21B	6955.234248	-1.444836118	0.12688603	-7.446336835	9.60E-14	2.28E-12	Downregulated	Age_48h_vs_log
YNL115C	YNL115C	1051.898762	1.351397696	0.114654371	7.425776163	1.12E-13	2.66E-12	Upregulated	Age_48h_vs_log
YGR128C	UTP8	1500.942387	-1.037470115	0.072420538	-7.421515096	1.16E-13	2.74E-12	Downregulated	Age_48h_vs_log
YCL025C	AGP1	1533.764909	1.668293229	0.157491838	7.4181192	1.19E-13	2.80E-12	Upregulated	Age_48h_vs_log
YLR428C	YLR428C	17.21163353	4.50338381	0.540373376	7.408551168	1.28E-13	3.00E-12	Upregulated	Age_48h_vs_log
YOL127W	RPL25	11137.18567	-1.471026315	0.131083455	-7.407695459	1.29E-13	3.01E-12	Downregulated	Age_48h_vs_log
YMR322C	SNO4	17.67276038	3.667793513	0.428015163	7.401124506	1.35E-13	3.15E-12	Upregulated	Age_48h_vs_log
YAL038W	CDC19	52903.98708	-1.306470364	0.108986326	-7.39973898	1.36E-13	3.17E-12	Downregulated	Age_48h_vs_log
YPL280W	HSP32	17.11907726	3.730928046	0.437244529	7.389293243	1.48E-13	3.42E-12	Upregulated	Age_48h_vs_log
YGL135W	RPL1B	10844.43993	-1.287567542	0.106637292	-7.385479588	1.52E-13	3.50E-12	Downregulated	Age_48h_vs_log
YLL045C	RPL8B	14564.55583	-1.328372049	0.112208947	-7.38240638	1.55E-13	3.57E-12	Downregulated	Age_48h_vs_log
YBR121C	GRS1	7902.183349	-1.086479881	0.079547407	-7.372708969	1.67E-13	3.83E-12	Downregulated	Age_48h_vs_log
YNL209W	SSB2	19274.55989	-1.157868814	0.089287971	-7.367944511	1.73E-13	3.96E-12	Downregulated	Age_48h_vs_log
YGR155W	CYS4	5384.353841	-0.952611519	0.061536606	-7.355158951	1.91E-13	4.34E-12	Downregulated	Age_48h_vs_log
YDR418W	RPL12B	10203.52184	-1.343547973	0.114722242	-7.352959287	1.94E-13	4.39E-12	Downregulated	Age_48h_vs_log
YGL032C	AGA2	36.07641769	2.427295578	0.262488849	7.342390287	2.10E-13	4.74E-12	Upregulated	Age_48h_vs_log
YOL083W	ATG34	219.5029267	1.781794997	0.175525039	7.302633319	2.82E-13	6.35E-12	Upregulated	Age_48h_vs_log
YLR448W	RPL6B	5169.614368	-1.199450947	0.09581861	-7.299740073	2.88E-13	6.47E-12	Downregulated	Age_48h_vs_log
YFR031C-A	RPL2A	10414.51106	-1.291082124	0.108502491	-7.29091208	3.08E-13	6.88E-12	Downregulated	Age_48h_vs_log
YER056C-A	RPL34A	4369.461797	-1.379013248	0.12072936	-7.280857325	3.32E-13	7.39E-12	Downregulated	Age_48h_vs_log
YKR057W	RPS21A	3736.586559	-1.616203554	0.153369705	-7.277862022	3.39E-13	7.53E-12	Downregulated	Age_48h_vs_log
YEL049W	PAU2	27.03696659	2.51625762	0.277567368	7.264029763	3.76E-13	8.32E-12	Upregulated	Age_48h_vs_log
YPL090C	RPS6A	13571.39058	-1.510791392	0.139237155	-7.2594947	3.89E-13	8.57E-12	Downregulated	Age_48h_vs_log
YPR005C	HAL1	151.2384165	1.502093502	0.13810429	7.256063527	3.99E-13	8.76E-12	Upregulated	Age_48h_vs_log
YLR303W	MET17	1258.716089	-1.528662769	0.141778371	-7.255428057	4.00E-13	8.78E-12	Downregulated	Age_48h_vs_log
YML058W-A	HUG1	209.5134408	2.017025919	0.209322887	7.247300766	4.25E-13	9.29E-12	Upregulated	Age_48h_vs_log
YOR108W	LEU9	1673.62949	-1.177132088	0.093459046	-7.245227915	4.32E-13	9.40E-12	Downregulated	Age_48h_vs_log
YKL086W	SRX1	111.4398411	1.799842653	0.179551072	7.239403461	4.51E-13	9.78E-12	Upregulated	Age_48h_vs_log
YGR264C	MES1	3683.567136	-1.183762714	0.094457628	-7.238830041	4.53E-13	9.79E-12	Downregulated	Age_48h_vs_log
YOR065W	CYT1	1251.570891	1.467391383	0.133671397	7.237085929	4.58E-13	9.89E-12	Upregulated	Age_48h_vs_log
YGR236C	SPG1	22.17759888	2.850542519	0.325144997	7.22921324	4.86E-13	1.04E-11	Upregulated	Age_48h_vs_log
YNR034W-A	EGO4	193.2624011	2.780026883	0.315419393	7.228556433	4.88E-13	1.05E-11	Upregulated	Age_48h_vs_log
YFL020C	PAU5	44.78600014	2.354379552	0.256583577	7.227195017	4.93E-13	1.05E-11	Upregulated	Age_48h_vs_log
YBR191W-A	YBR191W-A	1641.407179	-1.379858416	0.121820487	-7.222581666	5.10E-13	1.09E-11	Downregulated	Age_48h_vs_log
YML024W	RPS17A	6828.689188	-1.574520252	0.148801985	-7.221141916	5.16E-13	1.09E-11	Downregulated	Age_48h_vs_log
YBR084C-A	RPL19A	8801.194701	-1.252704174	0.10433503	-7.214299697	5.42E-13	1.15E-11	Downregulated	Age_48h_vs_log
YJR009C	TDH2	30105.3763	-1.536472514	0.14393208	-7.201122322	5.97E-13	1.26E-11	Downregulated	Age_48h_vs_log
YEL054C	RPL12A	6997.271352	-1.409814911	0.126357263	-7.200337257	6.01E-13	1.26E-11	Downregulated	Age_48h_vs_log
YBR132C	AGP2	267.6570355	1.287625472	0.109417656	7.198339839	6.10E-13	1.28E-11	Upregulated	Age_48h_vs_log
YNR065C	YNR065C	1364.91763	1.465104775	0.134121593	7.195744969	6.21E-13	1.29E-11	Upregulated	Age_48h_vs_log
YOR168W	GLN4	4260.418244	-1.094864432	0.082666471	-7.195957761	6.20E-13	1.29E-11	Downregulated	Age_48h_vs_log
YGL031C	RPL24A	8018.869631	-1.445473969	0.131535237	-7.187989976	6.58E-13	1.36E-11	Downregulated	Age_48h_vs_log
YKL188C	PXA2	251.6972125	1.356003966	0.119105534	7.186936967	6.63E-13	1.37E-11	Upregulated	Age_48h_vs_log
YKL060C	FBA1	66584.9193	-1.415803851	0.127533064	-7.180913082	6.92E-13	1.43E-11	Downregulated	Age_48h_vs_log
YNL200C	NNR1	380.3589445	1.595619661	0.152651591	7.177256758	7.11E-13	1.46E-11	Upregulated	Age_48h_vs_log
YOR234C	RPL33B	3166.939143	-1.380722625	0.122888298	-7.166855069	7.67E-13	1.57E-11	Downregulated	Age_48h_vs_log
YDL021W	GPM2	317.9374801	2.193824801	0.23640527	7.164919793	7.78E-13	1.59E-11	Upregulated	Age_48h_vs_log
YDR023W	SES1	6285.353741	-1.173714009	0.094147364	-7.155951923	8.31E-13	1.69E-11	Downregulated	Age_48h_vs_log
YOR335C	ALA1	4563.629596	-1.170244283	0.093739214	-7.150094958	8.67E-13	1.76E-11	Downregulated	Age_48h_vs_log
YJR155W	AAD10	257.1567149	1.451832363	0.133141847	7.149009768	8.74E-13	1.77E-11	Upregulated	Age_48h_vs_log
YIL069C	RPS24B	5023.066832	-1.304667798	0.112655405	-7.142735847	9.15E-13	1.85E-11	Downregulated	Age_48h_vs_log
YMR303C	ADH2	2416.460195	-1.67216046	0.164220706	-7.137714161	9.49E-13	1.91E-11	Downregulated	Age_48h_vs_log
YLR029C	RPL15A	16187.25265	-1.263607814	0.107074036	-7.131587114	9.92E-13	1.99E-11	Downregulated	Age_48h_vs_log
YHL033C	RPL8A	5460.216949	-1.243121584	0.10433551	-7.122422503	1.06E-12	2.12E-11	Downregulated	Age_48h_vs_log
YPR110C	RPC40	2572.264116	-0.963466014	0.065095325	-7.119804943	1.08E-12	2.16E-11	Downregulated	Age_48h_vs_log
YGR066C	YGR066C	25.55403437	2.685872934	0.307181439	7.11590173	1.11E-12	2.21E-11	Upregulated	Age_48h_vs_log
YBR048W	RPS11B	6459.051958	-1.317586224	0.115073526	-7.104902866	1.20E-12	2.39E-11	Downregulated	Age_48h_vs_log
YBR214W	SDS24	711.3175772	1.376061553	0.123465598	7.095592364	1.29E-12	2.55E-11	Upregulated	Age_48h_vs_log
YPR041W	TIF5	3002.517437	-0.913672027	0.058307835	-7.094621631	1.30E-12	2.56E-11	Downregulated	Age_48h_vs_log
YJR096W	YJR096W	478.7895863	1.131525543	0.089131512	7.085322873	1.39E-12	2.73E-11	Upregulated	Age_48h_vs_log
YDR025W	RPS11A	6368.596115	-1.363443855	0.122056632	-7.074124846	1.50E-12	2.94E-11	Downregulated	Age_48h_vs_log
YEL026W	SNU13	2703.53521	-1.121784744	0.087898196	-7.073919262	1.51E-12	2.94E-11	Downregulated	Age_48h_vs_log
YER067W	RGI1	268.1173105	2.007969516	0.213242066	7.07163247	1.53E-12	2.98E-11	Upregulated	Age_48h_vs_log
YGR034W	RPL26B	8094.995587	-1.480555879	0.138777539	-7.065667033	1.60E-12	3.10E-11	Downregulated	Age_48h_vs_log
YMR196W	YMR196W	1296.727267	1.655818479	0.164011262	7.047189713	1.83E-12	3.54E-11	Upregulated	Age_48h_vs_log
YNL302C	RPS19B	7871.134811	-1.33315337	0.118565082	-7.026970783	2.11E-12	4.08E-11	Downregulated	Age_48h_vs_log
YBR116C	YBR116C	29.39675237	2.383850427	0.268146164	7.025461025	2.13E-12	4.10E-11	Upregulated	Age_48h_vs_log
YBR181C	RPS6B	12934.43084	-1.402957813	0.128528955	-7.02532601	2.14E-12	4.10E-11	Downregulated	Age_48h_vs_log
YML118W	NGL3	91.92972745	1.594607767	0.155852848	7.023341447	2.17E-12	4.15E-11	Upregulated	Age_48h_vs_log
YDL149W	ATG9	300.4948415	1.151035094	0.092877616	7.009601682	2.39E-12	4.56E-11	Upregulated	Age_48h_vs_log
YMR090W	YMR090W	322.5981723	1.408373191	0.129700302	7.00363207	2.49E-12	4.75E-11	Upregulated	Age_48h_vs_log
YBR244W	GPX2	664.8529885	-1.64909825	0.164474855	-6.986467636	2.82E-12	5.35E-11	Downregulated	Age_48h_vs_log
YMR181C	YMR181C	480.5432274	1.443526411	0.135120189	6.982867772	2.89E-12	5.47E-11	Upregulated	Age_48h_vs_log
YER102W	RPS8B	11283.89911	-1.407545221	0.130020708	-6.980005218	2.95E-12	5.57E-11	Downregulated	Age_48h_vs_log
YGR123C	PPT1	828.9204311	-1.124958981	0.089596982	-6.975223559	3.05E-12	5.75E-11	Downregulated	Age_48h_vs_log
YDR321W	ASP1	1417.698569	-1.085593118	0.084009931	-6.970522572	3.16E-12	5.92E-11	Downregulated	Age_48h_vs_log
YGR192C	TDH3	136093.0877	-1.276240706	0.111456434	-6.964521293	3.30E-12	6.17E-11	Downregulated	Age_48h_vs_log
YGR148C	RPL24B	7977.886062	-1.252562494	0.108100701	-6.961680062	3.36E-12	6.27E-11	Downregulated	Age_48h_vs_log
YNR070W	PDR18	46.50529187	1.778623099	0.183746579	6.958622614	3.44E-12	6.39E-11	Upregulated	Age_48h_vs_log
YDR262W	YDR262W	867.8808305	1.176781258	0.097385221	6.949527353	3.67E-12	6.80E-11	Upregulated	Age_48h_vs_log
YDR059C	UBC5	366.6724363	1.427860794	0.133604255	6.944844638	3.79E-12	7.01E-11	Upregulated	Age_48h_vs_log
YKL180W	RPL17A	8585.703356	-1.237932067	0.106379478	-6.936789679	4.01E-12	7.40E-11	Downregulated	Age_48h_vs_log
YOL086C	ADH1	48364.78449	-1.611282395	0.160235908	-6.935289411	4.05E-12	7.46E-11	Downregulated	Age_48h_vs_log
YDR525W-A	SNA2	190.7386716	1.218414361	0.103801087	6.921067828	4.48E-12	8.22E-11	Upregulated	Age_48h_vs_log
YLR151C	PCD1	255.5479425	1.182131998	0.098803655	6.903914628	5.06E-12	9.26E-11	Upregulated	Age_48h_vs_log
YDR380W	ARO10	177.6560035	1.93487777	0.208233513	6.890714897	5.55E-12	1.01E-10	Upregulated	Age_48h_vs_log
YPR009W	SUT2	207.6294627	-1.211587863	0.103389442	-6.882596995	5.88E-12	1.07E-10	Downregulated	Age_48h_vs_log
YLR080W	EMP46	214.2161385	1.569184786	0.155484431	6.876474882	6.14E-12	1.11E-10	Upregulated	Age_48h_vs_log
YLR246W	ERF2	268.0294837	1.356025055	0.124528631	6.874122421	6.24E-12	1.13E-10	Upregulated	Age_48h_vs_log
YER096W	SHC1	95.97960646	1.602464955	0.160472552	6.870115433	6.41E-12	1.16E-10	Upregulated	Age_48h_vs_log
YLR042C	YLR042C	331.9153461	3.182903394	0.390627042	6.868196777	6.50E-12	1.17E-10	Upregulated	Age_48h_vs_log
YGR087C	PDC6	78.47560216	2.008029228	0.219593067	6.867380861	6.54E-12	1.17E-10	Upregulated	Age_48h_vs_log
YJL057C	IKS1	394.7721941	1.118379181	0.090049419	6.867109085	6.55E-12	1.17E-10	Upregulated	Age_48h_vs_log
YCL048W-A	YCL048W-A	19.15934765	2.827689304	0.338980762	6.866729814	6.57E-12	1.17E-10	Upregulated	Age_48h_vs_log
YGR162W	TIF4631	4068.166418	-1.130890542	0.091903218	-6.864727452	6.66E-12	1.19E-10	Downregulated	Age_48h_vs_log
YPL123C	RNY1	336.9219324	1.3492273	0.124025044	6.847224346	7.53E-12	1.34E-10	Upregulated	Age_48h_vs_log
YPL131W	RPL5	20643.87635	-1.0760159	0.084249331	-6.837038249	8.08E-12	1.43E-10	Downregulated	Age_48h_vs_log
YER074W	RPS24A	7796.584523	-1.411928392	0.133407954	-6.83563732	8.16E-12	1.44E-10	Downregulated	Age_48h_vs_log
YJR095W	SFC1	94.15532846	3.049585837	0.373075307	6.833971029	8.26E-12	1.46E-10	Upregulated	Age_48h_vs_log
YDR384C	ATO3	648.0231135	-1.61174518	0.162816226	-6.828221045	8.60E-12	1.51E-10	Downregulated	Age_48h_vs_log
YML022W	APT1	1630.914969	-1.191070394	0.101311906	-6.821215976	9.03E-12	1.58E-10	Downregulated	Age_48h_vs_log
YIL015W	BAR1	93.09999809	1.760909799	0.185357672	6.802576786	1.03E-11	1.80E-10	Upregulated	Age_48h_vs_log
YMR217W	GUA1	7083.851321	-1.096761923	0.087787393	-6.797808959	1.06E-11	1.85E-10	Downregulated	Age_48h_vs_log
YNL010W	YNL010W	1620.778287	-1.20160446	0.10322144	-6.797080717	1.07E-11	1.86E-10	Downregulated	Age_48h_vs_log
YDR353W	TRR1	3852.502536	-0.980196313	0.070778557	-6.784488599	1.16E-11	2.02E-10	Downregulated	Age_48h_vs_log
YDR403W	DIT1	117.2717856	1.891390839	0.205162902	6.78188319	1.19E-11	2.05E-10	Upregulated	Age_48h_vs_log
YBL043W	ECM13	101.203727	2.065022038	0.230784954	6.781300119	1.19E-11	2.05E-10	Upregulated	Age_48h_vs_log
YER053C-A	YER053C-A	29.38112849	2.443665435	0.286770341	6.777777053	1.22E-11	2.10E-10	Upregulated	Age_48h_vs_log
YJL177W	RPL17B	6217.401846	-1.202930444	0.103734552	-6.776242146	1.23E-11	2.12E-10	Downregulated	Age_48h_vs_log
YJR139C	HOM6	3840.600087	-0.99111565	0.072613835	-6.763389537	1.35E-11	2.31E-10	Downregulated	Age_48h_vs_log
YBR249C	ARO4	3571.677722	-1.070910542	0.084442726	-6.760920308	1.37E-11	2.34E-10	Downregulated	Age_48h_vs_log
YKR091W	SRL3	489.65894	1.647923946	0.169830313	6.759240585	1.39E-11	2.36E-10	Upregulated	Age_48h_vs_log
YNL189W	SRP1	2387.298119	-0.934343346	0.064270097	-6.758093872	1.40E-11	2.38E-10	Downregulated	Age_48h_vs_log
YPL119C-A	YPL119C-A	79.60587388	1.853582569	0.20031524	6.757262052	1.41E-11	2.38E-10	Upregulated	Age_48h_vs_log
YMR131C	RRB1	3148.154813	-1.038868661	0.079745139	-6.757385683	1.41E-11	2.38E-10	Downregulated	Age_48h_vs_log
YGL045W	RIM8	270.6195738	1.186733998	0.101747559	6.749390411	1.48E-11	2.50E-10	Upregulated	Age_48h_vs_log
YKR075C	YKR075C	712.2101088	1.813114682	0.194607372	6.747507405	1.50E-11	2.53E-10	Upregulated	Age_48h_vs_log
YBL072C	RPS8A	12130.44389	-1.345683033	0.125406755	-6.743520607	1.55E-11	2.59E-10	Downregulated	Age_48h_vs_log
YHR160C	PEX18	16.242684	2.686215903	0.324320744	6.740906781	1.57E-11	2.63E-10	Upregulated	Age_48h_vs_log
YBR186W	PCH2	27.57364218	2.234205822	0.257289683	6.740285109	1.58E-11	2.64E-10	Upregulated	Age_48h_vs_log
YLR326W	YLR326W	280.3311871	1.198502949	0.103739141	6.733263309	1.66E-11	2.75E-10	Upregulated	Age_48h_vs_log
YER033C	ZRG8	422.9043976	1.101190391	0.089281996	6.733612811	1.66E-11	2.75E-10	Upregulated	Age_48h_vs_log
YOR095C	RKI1	921.4284116	-1.368799966	0.129144238	-6.727361418	1.73E-11	2.86E-10	Downregulated	Age_48h_vs_log
YCL049C	YCL049C	815.8804966	1.383393991	0.131384983	6.72370596	1.77E-11	2.93E-10	Upregulated	Age_48h_vs_log
YHL001W	RPL14B	4241.010019	-1.169855505	0.099819371	-6.710676467	1.94E-11	3.19E-10	Downregulated	Age_48h_vs_log
YKL221W	MCH2	28.49905502	2.292965312	0.267613587	6.699829152	2.09E-11	3.42E-10	Upregulated	Age_48h_vs_log
YBR143C	SUP45	4104.16389	-1.083490546	0.08709067	-6.699805425	2.09E-11	3.42E-10	Downregulated	Age_48h_vs_log
YNR073C	MAN2	78.40064485	1.946173892	0.215953247	6.696698985	2.13E-11	3.49E-10	Upregulated	Age_48h_vs_log
YPL273W	SAM4	1880.075077	-1.202563777	0.104932428	-6.695392363	2.15E-11	3.51E-10	Downregulated	Age_48h_vs_log
YIL052C	RPL34B	5416.403427	-1.252331422	0.112444223	-6.69070766	2.22E-11	3.62E-10	Downregulated	Age_48h_vs_log
YOR340C	RPA43	1302.27911	-1.006086711	0.075725004	-6.683218057	2.34E-11	3.80E-10	Downregulated	Age_48h_vs_log
YKL123W	YKL123W	182.9116304	1.423983307	0.139019412	6.64643373	3.00E-11	4.86E-10	Upregulated	Age_48h_vs_log
YOR312C	RPL20B	9818.699571	-1.381648441	0.132769992	-6.640419465	3.13E-11	5.04E-10	Downregulated	Age_48h_vs_log
YGR085C	RPL11B	7578.942533	-1.195123942	0.104675178	-6.640771523	3.12E-11	5.04E-10	Downregulated	Age_48h_vs_log
